lon,lat,course,timestamp,speed,seg_id,depth,latitude,longitude,time,mlotst_cglo,mlotst_glor,mlotst_oras,siconc_cglo,siconc_glor,siconc_oras,sithick_cglo,sithick_glor,sithick_oras,so_cglo,so_glor,so_oras,thetao_cglo,thetao_glor,thetao_oras,uo_cglo,uo_glor,uo_oras,vo_cglo,vo_glor,vo_oras,zos_cglo,zos_glor,zos_oras,index,lon_destination,lat_destination,timestamp_destination
136.76063166666663,71.70872,0.0,2021-09-09 00:01:50+00:00,0.1,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,71.75,136.75,2021-09-09,11.057555,10.940667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.229284,18.175034,16.820787,5.19155,4.656667,4.9184437,-0.14805615,-0.14464492,-0.15686247,0.049426153,0.04170774,0.041601323,-2.125979,-0.62332046,-0.6093326,94,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
136.674375,71.68336,0.0,2021-09-10 00:32:42+00:00,0.0,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,71.75,136.75,2021-09-10,11.000572,10.879185,11.751707,0.0,0.0,0.0,0.0,0.0,0.0,16.523672,18.74555,17.137299,5.111493,4.6942663,4.8905935,-0.001641311,-0.0036251196,0.00012596976,0.023111332,0.015505634,0.015378153,-2.157488,-0.6601448,-0.69333225,95,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
136.67487666666668,71.683425,0.0,2021-09-11 00:09:18+00:00,0.0,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,71.75,136.75,2021-09-11,11.553891,10.769566,11.982142,0.0,0.0,0.0,0.0,0.0,0.0,16.259233,18.41142,17.011625,5.0821095,4.80389,4.975553,0.18406712,0.18998253,0.20305401,-0.017771468,-0.03135213,-0.039026853,-1.8987973,-0.4012706,-0.35725066,96,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
136.15392666666668,71.41847666666666,0.0,2021-09-12 00:08:51+00:00,0.0,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,71.5,136.25,2021-09-12,10.803464,10.767898,11.252164,0.0,0.0,0.0,0.0,0.0,0.0,15.123909,17.204166,16.601477,5.269183,5.009526,5.3760552,0.21404979,0.17844544,0.13987073,-0.112211935,-0.10048509,-0.06559615,-1.7645396,-0.2805908,-0.25047356,97,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
131.91913333333332,71.58888833333333,195.0,2021-09-13 00:14:08+00:00,8.0,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,71.5,132.0,2021-09-13,13.657569,10.767898,14.699362,0.0,0.0,0.0,0.0,0.0,0.0,13.726809,15.034735,14.02578,6.5689507,6.2188234,6.2608476,0.0065395623,-0.004247917,0.0045484724,0.018936915,0.017985236,0.025458384,-1.7703859,-0.27543628,-0.23609756,98,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
128.27858666666663,73.63837333333333,301.2,2021-09-14 00:03:36+00:00,8.4,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,73.75,128.25,2021-09-14,10.783097,10.767898,10.767898,0.0,0.0,0.0,0.0,0.0,0.0,12.339513,14.147388,15.181967,5.206678,5.1223965,4.8827977,-0.14179067,-0.14873543,-0.1269125,0.068149276,0.08201981,0.022363035,-1.8687001,-0.37275475,-0.32672316,99,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
119.56446,73.458505,316.4,2021-09-15 00:22:14+00:00,8.5,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,73.5,119.5,2021-09-15,11.999999,11.830729,11.700233,0.0,0.0,0.0,0.0,0.0,0.0,14.545828,16.371027,15.156577,4.9015894,5.162373,5.0229554,-0.12120958,-0.17146496,-0.21884198,0.10585348,0.10718678,0.12365322,-1.9652302,-0.48989493,-0.45583543,100,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
112.80365166666668,73.94117166666666,72.9,2021-09-16 00:49:25+00:00,0.2,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,74.0,112.75,2021-09-16,11.0454,11.526098,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.682667,21.168789,20.113897,4.054842,4.71302,4.66663,-0.11127526,-0.098572165,-0.077628426,-0.0021693679,0.0075282305,0.018222257,-1.7691022,-0.24361137,-0.14315931,101,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
112.81393833333334,73.94273833333334,347.1,2021-09-17 00:49:07+00:00,0.4,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,74.0,112.75,2021-09-17,11.100647,11.941069,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.848795,21.176052,20.088505,3.8319652,4.5256934,4.375409,-0.057118103,-0.06186832,-0.030326199,-0.038546957,-0.051771555,-0.06553751,-1.821012,-0.31693518,-0.25956544,102,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
112.81448,73.94114666666667,0.0,2021-09-18 00:02:08+00:00,0.0,273419310-2021-06-07T06:44:42.000000Z-1,0.50576,74.0,112.75,2021-09-18,11.379082,11.077814,11.950891,0.0,0.0,0.0,0.0,0.0,0.0,18.894627,21.10818,20.070192,3.8118088,4.1922936,4.1889167,-0.015040924,-0.039023608,-0.01591183,-0.039021295,-0.036364164,-0.05087712,-1.8853949,-0.37492442,-0.3311046,103,129.47951666666663,71.58258833333333,2023-08-17 01:40:16+00:00
