lon,lat,course,timestamp,speed,seg_id,timestamp_destination,lon_destination,lat_destination
20.2773,71.2500166667,246.0,2017-02-18 04:31:42+00:00,8.0,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
14.01935,69.54675,219.3999938965,2017-02-19 00:06:30+00:00,8.8999996185,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
7.8495833333,66.6188333333,213.8000030518,2017-02-20 02:26:57+00:00,9.0,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
3.9996166667,62.6736,183.6000061035,2017-02-21 11:02:34+00:00,7.8000001907,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
4.0187166667,61.4352166667,182.0,2017-02-22 00:05:16+00:00,5.5999999046,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
3.99555,59.1201833333,186.3999938965,2017-02-23 02:27:24+00:00,7.4000000954,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
4.12785,55.8637333333,174.6999969482,2017-02-24 00:29:04+00:00,8.8999996185,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
3.3427866667,52.615075,162.3999938965,2017-02-25 00:13:44+00:00,7.8000001907,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
4.2729333333,51.8884,347.8999938965,2017-02-26 00:53:18+00:00,0.0,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
4.272966666666667,51.8884,325.7,2017-02-27 00:00:15+00:00,0.2,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
3.524083333333333,52.16171666666666,343.8,2017-02-28 00:02:09+00:00,9.1,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
5.9996,55.6470833333,332.1000061035,2017-03-01 00:13:32+00:00,7.0,273133200-2017-02-08T00:32:02.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
4.1977333333,59.3136816667,0.6999999881,2017-03-02 07:22:18+00:00,9.6999998093,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
4.1966833333,62.1131333333,1.2000000477,2017-03-03 00:53:51+00:00,8.8999996185,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
6.8602333333,65.6850666667,20.3999996185,2017-03-04 05:47:36+00:00,8.1000003815,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
10.0441,68.0662333333,26.6000003815,2017-03-05 00:00:11+00:00,9.1000003815,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
18.2485166667,70.7411333333,45.5999984741,2017-03-06 00:17:13+00:00,8.3999996185,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
29.7744666667,71.1985333333,124.8000030518,2017-03-07 00:10:50+00:00,10.6999998093,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.2579166667,68.2262333333,134.0,2017-03-08 03:41:36+00:00,10.8999996185,273133200-2017-03-02T07:22:18.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
39.9426,64.9722833333,86.1999969482,2017-03-09 11:16:52+00:00,1.2999999523,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.0187166667,64.9223833333,63.9000015259,2017-03-10 00:02:52+00:00,0.8999999762,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.03385,64.9856166667,270.8999938965,2017-03-11 00:03:02+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.0011166667,64.90165,269.200012207,2017-03-12 00:29:16+00:00,3.4000000954,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5089,64.7306833333,162.5,2017-03-13 00:44:54+00:00,7.3000001907,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277666667,64.70325,335.299987793,2017-03-14 00:32:56+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277166667,64.7032666667,42.7999992371,2017-03-15 01:00:38+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.52775,64.70325,6.3000001907,2017-03-16 00:07:17+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277,64.7032333333,309.6000061035,2017-03-17 00:28:10+00:00,0.1000000015,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277,64.7032666667,356.200012207,2017-03-18 00:43:00+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277333333,64.7032666667,332.799987793,2017-03-19 01:00:11+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277666667,64.7032666667,353.299987793,2017-03-20 01:12:13+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.52775,64.7032666667,356.5,2017-03-21 01:09:13+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5276833333,64.70325,346.5,2017-03-22 00:15:14+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.5277166667,64.70325,339.799987793,2017-03-23 00:01:51+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
40.2842166667,66.0529166667,53.7999992371,2017-03-24 00:29:30+00:00,1.3999999762,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
43.3340666667,69.5022333333,41.5999984741,2017-03-25 04:18:42+00:00,8.8999996185,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
49.566325,72.6649933333,26.7000007629,2017-03-26 04:37:16+00:00,10.3000001907,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
55.6989166667,75.5575666667,31.0,2017-03-27 00:03:54+00:00,9.8000001907,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
71.8214,76.5089666667,176.3999938965,2017-03-28 00:22:59+00:00,7.6999998093,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.6727,72.9774166667,14.0,2017-03-29 02:22:32+00:00,0.8999999762,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.2303,71.32695,203.1999969482,2017-03-30 00:31:34+00:00,9.1999998093,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.0706333333,71.2802166667,1.0,2017-03-31 06:14:26+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.0707016667,71.2802716667,222.1999969482,2017-04-01 11:33:46+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.0706866667,71.2802916667,315.0,2017-04-02 00:25:38+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.0705833333,71.2802166667,9.0,2017-04-03 02:25:39+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.0707166667,71.2802166667,354.1000061035,2017-04-04 04:22:40+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.07065,71.2802166667,11.3999996185,2017-04-05 03:58:39+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
73.7689566667,72.7172283333,313.1000061035,2017-04-06 09:25:51+00:00,0.400000006,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
73.7135833333,72.6993983333,164.0,2017-04-07 03:41:54+00:00,0.200000003,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
73.00515,73.3497833333,158.8000030518,2017-04-08 00:38:28+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
